Unnamed: 0,id_x,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Emotion_Category
34705,44870,Men,Apparel,Bottomwear,Shorts,Red,Sunny,2012.0,Casual,Puma Men Red Foundation Beach Shorts,Joy
34707,39424,Men,Apparel,Topwear,Tshirts,Red,Rainy,2016.0,Casual,U.S. Polo Assn. Denim Co. Men Red Polo T-Shirt,Joy
34710,24995,Men,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,United Colors of Benetton Boys Boys Blue Washed Jeans,Contentment
34712,52129,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Doodle Boys white Printed T-Shirt,Joy
34713,2972,Men,Apparel,Topwear,Tshirts,White,Rainy,2010.0,Casual,Puma Men's Sless White T-shirt,Joy
34717,31649,Men,Apparel,Topwear,Shirts,Blue,Sunny,2012.0,Formal,Indigo Nation Men Striped Blue Shirt,Contentment
34718,8474,Women,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Casual,Scullers For Her Women Scarf Shirt Black Tops,Anger
34719,19023,Women,Footwear,Shoes,Heels,Silver,Rainy,2015.0,Casual,Catwalk Women Sequins Sliver Heels,Neutral
34720,13519,Men,Apparel,Topwear,Sweatshirts,White,Rainy,2011.0,Casual,Spykar Men Stripes White Sweatshirts,Joy
34727,28556,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Nike Men Club Polo Black T-shirt,Anger
34728,34109,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Casual,Doodle Girls Printed Blue Top,Contentment
34730,22850,Men,Footwear,Shoes,Casual Shoes,Brown,Sunny,2012.0,Casual,Woodland Men Brown Casual Shoes,Sadness
34734,23982,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Peter England Men White Striped Shirt,Joy
34737,39616,Women,Footwear,Shoes,Casual Shoes,Yellow,Rainy,2015.0,Casual,Catwalk Women Yellow Shoes,Joy
34739,10992,Men,Apparel,Topwear,Tshirts,Purple,Rainy,2011.0,Casual,Inkfruit Men Dust Rider Purple Tshirts,Sadness
34741,11840,Men,Footwear,Shoes,Casual Shoes,Beige,Rainy,2012.0,Casual,Playboy Men Casual Beige Casual Shoes,Contentment
34743,53269,Men,Apparel,Topwear,Shirts,White,Sunny,2012.0,Casual,Locomotive Men White Shirt,Joy
34746,4817,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Sports,ADIDAS Men's AP ST Black T-shirt,Anger
34747,42129,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,Nike Men Black Air Visi Pro Sports Shoes,Anger
34748,12659,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Casual,Probase Men Stripes White Shirts,Joy
34750,18363,Men,Footwear,Shoes,Casual Shoes,White,Rainy,2012.0,Casual,Fila Men Deckers White Shoes,Joy
34753,46589,Women,Footwear,Shoes,Heels,Gold,Sunny,2013.0,Casual,Catwalk Women Golden Flats,Fear
34756,17925,Women,Apparel,Bottomwear,Capris,Blue,Rainy,2011.0,Casual,Nike Women Casual Blue Capri,Contentment
34757,9506,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,John Miller Men White Stripes Shirts,Joy
34759,29616,Men,Apparel,Topwear,Shirts,Maroon,Sunny,2012.0,Formal,Indigo Nation Men Maroon Shirt,Sadness
34762,33982,Women,Apparel,Bottomwear,Stockings,Black,Sunny,2012.0,Casual,Femella Women Black Stockings,Anger
34764,32850,Women,Footwear,Shoes,Heels,Grey,Rainy,2012.0,Casual,Grendha Women Romance Grey Flats,Sadness
34765,4219,Men,Apparel,Topwear,Tshirts,Orange,Sunny,2011.0,Casual,Disney Kids Boy's Orange Colour Blast Kidswear,Joy
34766,24109,Men,Footwear,Flip Flops,Flip Flops,Blue,Rainy,2012.0,Casual,Playboy Men Blue Casual Flip Flops,Contentment
34767,53867,Women,Footwear,Shoes,Heels,Brown,Rainy,2012.0,Casual,Rocia Women Brown Flats,Sadness
34771,9162,Men,Apparel,Bottomwear,Jeans,Blue,Rainy,2011.0,Casual,Locomotive Men Callum Blue Jeans,Contentment
34772,48245,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Avengers Boys Black Printed T-shirt,Anger
34773,3458,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,ADIDAS Men's Sprint Speed White Universal Red Shoe,Joy
34774,12833,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Ant Kids Spirit Green Tshirts,Contentment
34775,29272,Women,Apparel,Topwear,Shirts,Purple,Sunny,2012.0,Casual,Wrangler Women Purple Shirt,Sadness
34776,51368,Women,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,Spykar Women Blue Jeans,Contentment
34778,56971,Women,Footwear,Shoes,Heels,White,Rainy,2012.0,Casual,HM Women Black & White Heels,Joy
34780,59939,Men,Footwear,Shoes,Casual Shoes,Blue,Sunny,2013.0,Casual,Vans Men Blue Casual Shoes,Contentment
34782,10758,Women,Footwear,Shoes,Casual Shoes,Blue,Rainy,2012.0,Casual,Disney Kids Girls Princess Heart Blue Casual Shoes,Contentment
34783,37946,Women,Apparel,Topwear,Tunics,Mustard,Sunny,2012.0,Casual,Mineral Women Mustard Tunic,Joy
34784,40028,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,ADIDAS Men Blue & White Chelsea FC T-shirt,Contentment
34787,15018,Men,Apparel,Topwear,Sweatshirts,Grey,Rainy,2011.0,Casual,ADIDAS Men Printed Grey Sweatshirts,Sadness
34792,48077,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,French Connection Men Red T-shirt,Joy
34794,8282,Men,Apparel,Topwear,Tshirts,Yellow,Rainy,2011.0,Casual,Mr.Men Men's Teal Blue T-shirt,Joy
34796,30951,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Ethnic,Fabindia Women Striped Black Top,Anger
34799,29040,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,ADIDAS Men NBA Blue T-shirt,Contentment
34801,9196,Men,Footwear,Shoes,Sports Shoes,Silver,Rainy,2011.0,Sports,Puma Men Axis Silver Sports Shoes,Neutral
34802,43659,Women,Apparel,Dress,Dresses,Pink,Sunny,2012.0,Casual,ONLY Women Pink Dress,Joy
34803,13129,Men,Footwear,Sandal,Sandals,Brown,Rainy,2012.0,Casual,Lee Cooper Men Olive Slippers,Sadness
34805,7830,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Puma Men's Osu NM Black Green Shoe,Anger
34806,49363,Men,Footwear,Shoes,Casual Shoes,Beige,Sunny,2012.0,Casual,Vans Men Beige Casual Shoes,Contentment
34807,31279,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2012.0,Casual,Puma Men Bonn Graphic Navy Blue T-shirt,Neutral
34810,13915,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Men 2.04 SL White Sports Shoes,Joy
34811,29286,Men,Apparel,Topwear,Shirts,White,Sunny,2012.0,Casual,Wrangler Men Adino Stripe White Shirt,Joy
34813,39828,Men,Footwear,Sandal,Sandals,Black,Sunny,2013.0,Casual,Red Tape Men Black Sandals,Anger
34814,56985,Women,Footwear,Shoes,Heels,Brown,Rainy,2012.0,Casual,HM Women Brown Wedges,Sadness
34816,57857,Women,Footwear,Shoes,Heels,Brown,Rainy,2015.0,Casual,Catwalk Women Brown Flats,Sadness
34817,20139,Women,Apparel,Topwear,Shirts,Brown,Rainy,2011.0,Casual,Wrangler Women Puff Brown Shirt,Sadness
34820,24599,Men,Apparel,Topwear,Tshirts,Purple,Rainy,2011.0,Casual,Mr. Men Men Purple Printed T-shirt,Sadness
34821,20905,Women,Footwear,Shoes,Heels,Bronze,Rainy,2015.0,Casual,Catwalk Women Casual Bronze Sandals,Anger
34823,5569,Women,Footwear,Shoes,Sports Shoes,Grey,Sunny,2011.0,Sports,Nike Women Zoom Vomero Grey Purple White Shoe,Sadness
34825,39226,Women,Apparel,Dress,Dresses,Black,Sunny,2012.0,Casual,Femella Women Black Tiered Dress,Anger
34829,48083,Women,Apparel,Dress,Dresses,Blue,Sunny,2012.0,Casual,French Connection Women Blue Dress,Contentment
34832,8276,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Casual,Mr.Men Men's Melange Grey T-shirt,Sadness
34835,19621,Women,Apparel,Topwear,Tops,Purple,Sunny,2011.0,Casual,United Colors of Benetton Women Purple Top,Sadness
34836,34539,Men,Footwear,Shoes,Formal Shoes,Black,Rainy,2018.0,Formal,Red Tape Men Black Formal Shoes,Anger
34837,27912,Women,Apparel,Bottomwear,Trousers,Black,Sunny,2012.0,Formal,Scullers For Her Women Striped Black Trousers,Anger
34842,15488,Women,Footwear,Shoes,Flats,Tan,Rainy,2012.0,Casual,Carlton London Women Tan Brown Boots,Anger
34844,5931,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2011.0,Casual,ADIDAS Men's Derby White Shoe,Joy
34845,11028,Women,Apparel,Topwear,Tunics,Blue,Rainy,2011.0,Casual,Wrangler Women Blue Kangroo Pocket Tunic,Contentment
34846,39642,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2012.0,Casual,Lotto Men White Shoes,Joy
34848,8612,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2011.0,Casual,Scullers Men Navy Blue Polo T-Shirts,Neutral
34849,26498,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2012.0,Casual,Puma Men Drips Grey T-shirt,Sadness
34850,19245,Men,Apparel,Topwear,Jackets,Blue,Rainy,2011.0,Casual,Puma Men Tech Graphic Hooded Jacket,Contentment
34852,2328,Men,Apparel,Topwear,Tshirts,White,Rainy,2010.0,Casual,Reebok Men Graphic White T-shirt,Joy
34856,6788,Men,Apparel,Topwear,Shirts,Blue,Sunny,2011.0,Casual,Timberland Men Claremont Plaid Blue Shirt,Contentment
34858,28502,Men,Apparel,Topwear,Jackets,Yellow,Sunny,2012.0,Sports,Nike Men Windrunner Yellow Jacket,Joy
34862,8420,Women,Apparel,Topwear,Tshirts,Pink,Rainy,2011.0,Casual,Doodle Girl's Crazy And Funny Pink Kidswear,Joy
34863,16803,Women,Apparel,Bottomwear,Shorts,Beige,Rainy,2011.0,Casual,ANT Kids Girls Solid Beige Short,Contentment
34865,7468,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Proline Men Black Polo T-shirt,Anger
34867,18999,Men,Apparel,Topwear,Jackets,Black,Sunny,2011.0,Casual,ADIDAS Originals Men Adi Firebird TT Black Jacket,Anger
34870,14768,Men,Apparel,Topwear,Shirts,White,Rainy,2012.0,Formal,Arrow Men White Shirt,Joy
34871,33976,Women,Apparel,Dress,Dresses,Navy Blue,Sunny,2012.0,Casual,Femella Women Check Navy Blue Dress,Neutral
34873,36438,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2013.0,Sports,Spinn Men Cubic Black Sports Shoes,Anger
34874,44824,Men,Footwear,Sandal,Sandals,Tan,Rainy,2013.0,Casual,Clarks Men Tan Brown Leather Sandals,Anger
34878,18738,Women,Apparel,Topwear,Tops,Olive,Rainy,2011.0,Casual,Arrow Woman Yuli Olive Top,Contentment
34881,2787,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Ediots Men's Lega Kya Photu Black T-shirt,Anger
34883,3655,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2011.0,Casual,Fila Men's Batec Black Shoe,Anger
34884,12202,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2013.0,Casual,Basics Men Yellow Polo T-shirt,Joy
34886,6327,Men,Apparel,Topwear,Shirts,White,Sunny,2011.0,Casual,UCB Men Ben Logo Chest White Shirt,Joy
34888,17770,Men,Footwear,Sandal,Sandals,Brown,Rainy,2011.0,Casual,Buckaroo Men Vez Brown Sandal,Sadness
34892,4470,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Puma Men's Complete Vectana White Sliver Black Shoe,Joy
34893,15027,Women,Apparel,Topwear,Sweatshirts,Pink,Rainy,2011.0,Casual,ADIDAS Women Solid Pink Sweatshirts,Joy
34898,57292,Men,Apparel,Topwear,Shirts,White,Sunny,2012.0,Casual,French Connection Men Blue Shirt,Joy
34899,24760,Women,Footwear,Shoes,Heels,Silver,Rainy,2012.0,Casual,Inc.5 Women Metallic Heels,Neutral
34900,21020,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Formal,Black Coffee Men Solid Black Slim Fit Shirt,Anger
34903,4642,Women,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,ADIDAS Women Adi Monter Low White Green Shoe,Joy
34905,5790,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,ADIDAS Men's Crane White T-shirt,Joy
34906,37145,Men,Apparel,Topwear,Shirts,Lavender,Sunny,2012.0,Casual,Wills Lifestyle Men Striped Lavender Shirt,Contentment
34907,38931,Women,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,Gini and Jony Girls Blue Jeans,Contentment
34908,32437,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Sunny,2012.0,Sports,ADIDAS Men Navy Blue Track Pants,Neutral
34910,25480,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Nike Men City Court VII White Sports Shoes,Joy
34913,24552,Women,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Nike Women Blue T-shirt,Contentment
34915,43692,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Doodle Boys Printed White T-shirt,Joy
34916,6929,Women,Apparel,Topwear,Tshirts,Brown,Sunny,2011.0,Casual,s.Oliver Women's Tank Brown Top,Sadness
34918,12030,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Mark Taylor Men White Red Striped Shirt,Joy
34920,3467,Women,Footwear,Shoes,Casual Shoes,White,Sunny,2011.0,Casual,ADIDAS Women Adi Slide White Silver Shoe,Joy
34921,42740,Women,Footwear,Shoes,Heels,Black,Rainy,2012.0,Formal,Rocia Women Black Formal Shoes,Anger
34923,17542,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Mark Taylor Men White & Black Striped Shirt,Joy
34925,9961,Men,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Sports,Nike Men Medals Crew White T-Shirts,Joy
34926,47232,Men,Footwear,Sandal,Sandals,Brown,Sunny,2012.0,Casual,Franco Leone Men Brown Sandals,Sadness
34927,6115,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2011.0,Casual,UCB Men's United Colors Flock Navy T-shirt,Neutral
34928,16490,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Casual,Locomotive Men Printed Grey TShirt,Sadness
34929,37521,Men,Apparel,Bottomwear,Shorts,Blue,Sunny,2012.0,Casual,Madagascar3 Infant Boys Light Blue Shorts,Contentment
34932,21444,Women,Apparel,Topwear,Tshirts,Cream,Rainy,2012.0,Casual,Roxy Women CreamT-shirt,Contentment
34933,15671,Men,Apparel,Bottomwear,Jeans,Blue,Rainy,2011.0,Casual,Highlander Men High Original Blue Jeans,Contentment
34934,4226,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Probase Men's Last Week Grey T-shirt,Sadness
34935,10303,Men,Footwear,Shoes,Sandals,Brown,Sunny,2016.0,Casual,Clarks Men Brown Leather Sandals,Sadness
34936,24136,Men,Apparel,Topwear,Jackets,Navy Blue,Rainy,2011.0,Casual,ADIDAS Men Navy Blue Jacket,Neutral
34937,38569,Men,Apparel,Bottomwear,Shorts,Navy Blue,Sunny,2013.0,Casual,Nike Men Navy Blue Shorts,Neutral
34938,33181,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Casual,Sepia Women Blue Top,Contentment
34939,1754,Men,Apparel,Topwear,Tshirts,Black,Rainy,2010.0,Sports,Lotto Men Marcello Black T-shirt,Anger
34940,40473,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2012.0,Sports,Fila Men Black Supercharger Sports Shoes,Anger
34943,26661,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2012.0,Casual,Puma Men Tenkan White Shoes,Joy
34944,9539,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Sports,Nike Men Asss Crusier Graphic Blue T-Shirts,Contentment
34945,19880,Women,Footwear,Flip Flops,Flip Flops,Pink,Rainy,2011.0,Casual,ADIDAS Women Hearts Pink Flip Flops,Joy
34948,29629,Men,Apparel,Topwear,Shirts,Black,Sunny,2012.0,Formal,Indigo Nation Men Check Black Shirt,Anger
34951,47656,Women,Apparel,Dress,Dresses,Black,Sunny,2012.0,Casual,Femella Women Black Printed Dress,Anger
34952,6571,Men,Apparel,Topwear,Tshirts,Yellow,Rainy,2011.0,Casual,Inkfruit Men's Barcode Lemon Yellow T-shirt,Joy
34954,3231,Men,Footwear,Shoes,Casual Shoes,White,Rainy,2010.0,Casual,Puma Men's Speed Cat White Green Shoe,Joy
34955,12666,Men,Apparel,Topwear,Shirts,Grey,Rainy,2011.0,Casual,Probase Men Check Grey Shirts,Sadness
34956,35878,Men,Apparel,Topwear,Tshirts,Purple,Sunny,2012.0,Casual,Marvel Boys Comics Purple T-shirt,Sadness
34957,26453,Women,Footwear,Shoes,Casual Shoes,Black,Rainy,2012.0,Casual,Puma Women Wirko  Black Casual Shoes,Anger
34958,27581,Men,Apparel,Topwear,Tshirts,Green,Sunny,2012.0,Casual,Scullers Men Green & Navy Blue Striped T-shirt,Contentment
34959,54073,Men,Footwear,Shoes,Sports Shoes,Blue,Sunny,2012.0,Casual,ADIDAS Men Blue Sports Shoes,Contentment
34961,51501,Women,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,Denizen Women Blue Jeans,Contentment
34962,7691,Women,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Sports,Puma Women's Logo Plus Black T-shirt,Anger
34964,47464,Women,Footwear,Shoes,Flats,Brown,Sunny,2012.0,Casual,Tiptopp Women Brown Flats,Sadness
34965,6743,Women,Footwear,Flip Flops,Flip Flops,Black,Sunny,2011.0,Casual,Nike Women Butterfly Thong Black Purple Flip Flops,Anger
34968,37713,Men,Apparel,Topwear,Tshirts,Maroon,Sunny,2012.0,Casual,John Players Men Polo Maroon T-shirt,Sadness
34969,45333,Women,Footwear,Shoes,Heels,Green,Sunny,2016.0,Casual,Cobblerz Women Green Sandals,Contentment
34970,4014,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Myntra Men's Sadhu 1/2 Sleeve Black T-shirt,Anger
34976,24304,Men,Apparel,Topwear,Sweatshirts,Black,Rainy,2011.0,Casual,ADIDAS Men Printed Black Sweatshirt,Anger
34977,4828,Men,Apparel,Bottomwear,Track Pants,Grey,Sunny,2011.0,Sports,ADIDAS Men's Cont Grey Track Pant,Sadness
34978,56724,Men,Footwear,Flip Flops,Flip Flops,Grey,Sunny,2012.0,Casual,United Colors of Benetton Grey Flip Flops,Sadness
34979,41793,Women,Apparel,Topwear,Tunics,Peach,Sunny,2012.0,Casual,Remanika Women Dark Peach Tunic,Joy
34984,14757,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Formal,Arrow Men Stripes Blue Shirts,Contentment
34985,33949,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,ADIDAS Men Black & White Striped Polo T-shirt,Anger
34987,15685,Men,Apparel,Bottomwear,Trousers,Khaki,Rainy,2011.0,Casual,Highlander Men Classic Chinos Khaki Trousers,Anger
34988,52142,Women,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Femella Women Blue Polo T-Shirt,Contentment
34990,57430,Women,Apparel,Topwear,Tshirts,Green,Sunny,2015.0,Casual,Angry Birds Women Green T-shirt,Contentment
34991,33175,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Casual,Sepia Women Printed Blue Top,Contentment
34992,40487,Men,Footwear,Shoes,Casual Shoes,Grey,Rainy,2012.0,Casual,Fila Men Grey & Blue Jaquared Shoes,Sadness
34994,19048,Women,Footwear,Shoes,Flats,Brown,Rainy,2015.0,Casual,Catwalk Women Closed Brown Sandals,Sadness
34995,26695,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Reebok Men White United Runner Sports Shoes,Joy
34998,2125,Women,Apparel,Topwear,Shirts,White,Rainy,2010.0,Casual,Lee Women White Shirt,Joy
35002,19874,Men,Footwear,Flip Flops,Flip Flops,Green,Rainy,2011.0,Casual,ADIDAS Men City Scape Green Flip Flops,Contentment
35003,7457,Men,Apparel,Topwear,Tshirts,Burgundy,Sunny,2011.0,Casual,Proline Men Burgundy Striped Polo T-shirt,Sadness
35005,16000,Men,Apparel,Topwear,Sweaters,Black,Rainy,2011.0,Casual,Turtle Stripes Men Black Sweaters,Anger
35006,22235,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2011.0,Casual,ID Men Black Casual Shoes,Anger
35008,34350,Men,Apparel,Topwear,Tshirts,Purple,Sunny,2012.0,Casual,Myntra Men Purple T-shirt,Sadness
35009,6585,Men,Apparel,Topwear,Tshirts,Purple,Rainy,2011.0,Casual,Inkfruit Men's Mementos Of A Travel Purple T-shirt,Sadness
35012,12692,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,Nike Men Transform Black Sports Shoes,Anger
35013,13740,Men,Apparel,Topwear,Shirts,Grey,Rainy,2011.0,Formal,Belmonte Men Check Grey Shirts,Sadness
35014,54087,Women,Apparel,Topwear,Tops,Blue,Rainy,2012.0,Ethnic,Mumbai Slang Women Blue Top,Contentment
35015,43030,Men,Apparel,Topwear,Shirts,Navy Blue,Sunny,2012.0,Casual,Scullers Men Navy Blue Shirt,Neutral
35016,2317,Men,Apparel,Topwear,Tshirts,White,Rainy,2010.0,Casual,Reebok Men Tri Color White T-shirt,Joy
35017,16232,Men,Apparel,Topwear,Sweatshirts,Grey,Rainy,2011.0,Casual,Puma Men Ess Hooded Grey Sweatshirt,Sadness
35022,34162,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,Gini and Jony Girls White Top,Joy
35024,14565,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2011.0,Casual,Vans Men Classic Slip-On Black Casual Shoes,Anger
35025,5132,Women,Apparel,Topwear,Tshirts,Green,Sunny,2011.0,Casual,Wrangler Women's Side Paisley Green T-shirt,Contentment
35026,44215,Women,Footwear,Flip Flops,Flip Flops,Red,Rainy,2012.0,Casual,iPanema Women Red Flip Flops,Joy
35029,1592,Men,Footwear,Shoes,Sports Shoes,Red,Sunny,2011.0,Sports,Kipsta Men's Superfit Football Red Shoe,Joy
35031,11017,Women,Apparel,Topwear,Tops,Blue,Rainy,2011.0,Casual,Wrangler Women Floral Print Blue Top,Contentment
35032,41767,Women,Apparel,Topwear,Tops,Red,Sunny,2012.0,Casual,Remanika Women Red Top,Joy
35034,13324,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts,Contentment
35038,42586,Men,Apparel,Topwear,Tshirts,Green,Sunny,2012.0,Casual,United Colors of Benetton Men Green Printed T-shirt,Contentment
35044,22463,Women,Apparel,Bottomwear,Leggings,Maroon,Rainy,2011.0,Casual,Myntra Women Maroon Leggings,Sadness
35046,7201,Women,Apparel,Topwear,Tops,Pink,Rainy,2011.0,Casual,Jealous 21 Women White Pink Lady With The Hat Top,Joy
35049,4484,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Puma Men Kraftek White Silver Shoe,Joy
35050,14101,Men,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Casual,Flying Machine Men Printed White Tshirts,Joy
35051,20334,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Mr.Men Men Printed Blue Tshirt,Contentment
35052,5556,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Mr.Men Men's Perfect Black T-shirt,Anger
35054,11473,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Casual,United Colors of Benetton Men Summer White Shirts,Joy
35055,41303,Men,Apparel,Topwear,Shirts,Navy Blue,Sunny,2012.0,Casual,Gini and Jony Boys Navy Blue Shirt,Neutral
35056,39219,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,Femella Women Black Animal Printed Kaftan Top,Anger
35060,39817,Men,Footwear,Sandal,Sandals,Brown,Sunny,2012.0,Casual,Red Tape Men Brown Sandals,Sadness
35061,45591,Men,Footwear,Shoes,Formal Shoes,Black,Sunny,2013.0,Formal,Arrow Men Black Formal Shoes,Anger
35064,5764,Women,Apparel,Topwear,Tops,Purple,Sunny,2011.0,Casual,Jealous 21 Women's Purple Sleeveless Party Top,Sadness
35065,44443,Men,Footwear,Sandal,Sandals,Black,Rainy,2012.0,Casual,Gliders Men Black & Brown Volant Sandals,Anger
35066,14333,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Men Downshifter 3MSL White Sports Shoes,Joy
35068,41131,Women,Apparel,Topwear,Tops,Pink,Sunny,2012.0,Casual,Allen Solly Woman Light Pink Top,Joy
35069,25474,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Nike Men Black Liteforce Mid Casual Shoes,Anger
35072,10793,Men,Apparel,Topwear,Shirts,Red,Rainy,2011.0,Casual,Wrangler Men Authentic Rope Embro Red Shirts,Joy
35073,57054,Women,Apparel,Dress,Dresses,Yellow,Sunny,2012.0,Casual,Elle Yellow Vintage Shift Dress,Joy
35074,33511,Women,Footwear,Shoes,Casual Shoes,Teal,Sunny,2016.0,Casual,Cobblerz Women Teal Green Boots,Contentment
35075,58820,Men,Footwear,Sandal,Sandals,Brown,Rainy,2013.0,Casual,Skechers Men Brown Sandals,Sadness
35076,43666,Women,Apparel,Dress,Jumpsuit,Peach,Sunny,2012.0,Casual,ONLY Women Peach Short Jumpsuit,Joy
35077,2541,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2011.0,Casual,Numero Uno Men's Casual White Shoe,Joy
35079,13116,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2012.0,Casual,Numero Uno Men Black Shoes,Anger
35080,3493,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2011.0,Casual,ADIDAS Men Mactelo Black Daronx Shoe,Anger
35081,31246,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Puma Men Black Polo T-shirt,Anger
35083,9995,Women,Apparel,Bottomwear,Skirts,Pink,Sunny,2011.0,Casual,Gini And Jony Girls Su Scotia Sko Pink Skirts,Joy
35084,34734,Women,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Puma Women Osuran White Sports Shoes,Joy
35086,8847,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Casual,Mark Taylor Men White Striped Shirt,Joy
35087,16464,Men,Apparel,Topwear,Shirts,Green,Rainy,2011.0,Casual,Locomotive Men Check Green Shirt,Contentment
35090,16804,Women,Apparel,Dress,Dresses,White,Rainy,2011.0,Casual,ANT Kids Girls Printed White Dress,Joy
35092,12498,Women,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,United Colors of Benetton Women Short Green T-shirt,Contentment
35094,16038,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Highlander Men Check Blue Shirt,Contentment
35095,46748,Men,Apparel,Bottomwear,Track Pants,Grey,Sunny,2012.0,Sports,Nike Men Grey Track Pants,Sadness
35096,34368,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Myntra Men Black Do Bananas T-shirt,Anger
